cuda_device : 0
eos_m_token : EOS_M
beam_len_bonus : 0.6
mode : test
m : TSD
prev_z_method : separate
dataset : kvret
seed : 0
intent : all
vocab_size : 1400
embedding_size : 50
hidden_size : 50
split : None
lr : 5e-05
lr_decay : 0.5
vocab_path : ./vocab/vocab-kvret.pkl
train : ./data/kvret/kvret_train_public.json
dev : ./data/kvret/kvret_dev_public.json
test : ./data/kvret/kvret_test_public.json
entity : ./data/kvret/kvret_entities.json
glove_path : ./data/glove/glove.6B.50d.txt
batch_size : 32
degree_size : 5
z_length : 8
layer_num : 1
dropout_rate : 0.5
epoch_num : 100
rl_epoch_num : 1
cuda : True
spv_proportion : 100
alpha : 0.0
max_ts : 40
early_stop_count : 3
new_vocab : True
model_path : models/kvret-rl.pkl
result_path : results/kvret.csv
teacher_force : 100
beam_search : False
beam_size : 10
sampling : False
use_positional_embedding : False
unfrz_attn_epoch : 0
skip_unsup : False
truncated : False
pretrain : False
START_CSV_SECTION
dial_id,turn_num,user,generated_bspan,bspan,generated_response,response,u_len,m_len,supervised
185,0,what is the weather forecast in cleveland for thursday ?,thursday ; cleveland EOS_Z1 weather_attribute,thursday ; cleveland EOS_Z1 weather_attribute,"the weather forecast for cleveland is predicted to be weather_attribute_SLOT , and weather_attribute_SLOT on thursday , weather_attribute_SLOT on thursday , weather_attribute_SLOT on thursday , weather_attribute_SLOT on thursday , weather_attribute_SLOT on thursday , weather_attribute_SLOT on thursday , weather_attribute_SLOT on thursday ,",the weather in cleveland on thursday will have weather_attribute_SLOT and a high of temperature_SLOT .,11,16,True
41,0,what will be the highest temperature on friday in mountain view ?,highest temperature ; friday ; mountain view EOS_Z1,highest temperature ; friday ; mountain view EOS_Z1,the next week in mountain view on friday .,"on friday , the highest temperature in mountain view is predicted to be temperature_SLOT",13,15,True
283,0,what is the date and time of my next meeting and who will be attending it ?,meeting EOS_Z1 party time,meeting EOS_Z1 date party time,the meeting is at time_SLOT with party_SLOT .,your next meeting is with your party_SLOT on the date_SLOT at time_SLOT .,18,14,True
267,0,please give me information about my conference .,conference EOS_Z1 date party,conference EOS_Z1 date party time,your conference is on date_SLOT at time_SLOT with party_SLOT .,you have a conference on the date_SLOT at time_SLOT with party_SLOT,9,12,True
281,0,what time is my lab appointment and who will be attending ?,lab appointment EOS_Z1 date time,lab appointment EOS_Z1 party time,your lab appointment is on date_SLOT at time_SLOT .,your lab appointment is at time_SLOT with party_SLOT and another one at time_SLOT with party_SLOT .,13,17,True
167,0,what 's the highest temperature going to be in cleveland this week ?,highest temperature ; cleveland EOS_Z1,highest temperature ; cleveland EOS_Z1,"the highest temperature in cleveland will be weather_attribute_SLOT , and weather_attribute_SLOT on the highest temperature for the next week .",this week the highest temperature in cleveland will be temperature_SLOT on saturday,14,13,True
188,0,schedule a swimming activity with my brother for the 7th at 11am .,7th ; brother ; swimming activity ; 11am,7th ; brother ; swimming activity ; 11am EOS_Z1,"okay , scheduling a swimming activity with your brother for the 7th at time_SLOT with the 7th at time_SLOT with the 7th at time_SLOT with the 7th .","okay , scheduling a swimming activity with your brother for the 7th at 11am .",14,16,True
222,0,how is gon na be the weather forecast in san mateo for the next weekend ?,san mateo EOS_Z1,san mateo EOS_Z1 weather_attribute,"in san mateo , weather_attribute_SLOT , weather_attribute_SLOT , weather_attribute_SLOT , weather_attribute_SLOT , weather_attribute_SLOT , weather_attribute_SLOT , weather_attribute_SLOT , weather_attribute_SLOT , weather_attribute_SLOT , weather_attribute_SLOT , weather_attribute_SLOT , weather_attribute_SLOT , weather_attribute_SLOT , weather_attribute_SLOT , weather_attribute_SLOT , weather_attribute_SLOT , weather_attribute_SLOT , weather_attribute_SLOT ,","in san mateo it will be weather_attribute_SLOT on saturday , and weather_attribute_SLOT on sunday",17,15,True
152,0,when am i going swimming ?,swimming EOS_Z1 date event time,swimming activity EOS_Z1 date event time,your swimming class is on date_SLOT at time_SLOT .,you have two event_SLOT scheduled . one on date_SLOT at time_SLOT and the other on the date_SLOT at time_SLOT .,7,21,True
89,0,what time do i go to yoga and who is going with me ?,yoga EOS_Z1 date party time,yoga EOS_Z1 party time,your next yoga class is on date_SLOT at time_SLOT with party_SLOT .,yoga is with party_SLOT at time_SLOT .,15,8,True
245,0,which one is gon na be the highest temperature in fresno this week ?,highest temperature ; fresno EOS_Z1,highest temperature ; fresno EOS_Z1,the highest temperature in fresno is predicted to be temperature_SLOT and the highest temperature for the high of temperature_SLOT .,monday in fresno will have the highest temperature of temperature_SLOT,15,11,True
101,0,can you find out for me the date and party attending my dinner ?,dinner EOS_Z1 date party,dinner EOS_Z1 date party,your dinner is on date_SLOT at time_SLOT with party_SLOT .,your dinner is on date_SLOT with your party_SLOT .,15,10,True
171,0,can you give me the weather this week for new york city,EOS_Z1,EOS_Z1,the weather in city is predicted to be weather_attribute_SLOT on the weather .,"in new york , it will be raining monday and tuesday , snowing wednesday , weather_attribute_SLOT on thursday , weather_attribute_SLOT on friday , weather_attribute_SLOT on saturday , and weather_attribute_SLOT on sunday .",13,33,True
178,0,find location and address to home that is nearest me .,EOS_Z1,home EOS_Z1,"the address is address_SLOT , distance_SLOT away .",your home is at address_SLOT,12,6,True
